265.09;0387;2016-06-02 14:37:58
265.04;0395;2016-06-02 14:37:59
265.12;0400;2016-06-02 14:38:00
265.55;0409;2016-06-02 14:38:02
265.05;0414;2016-06-02 14:38:03
265.45;0417;2016-06-02 14:38:04
265.50;0416;2016-06-02 14:38:05
265.46;0415;2016-06-02 14:38:06
265.53;0415;2016-06-02 14:38:07
266.41;0416;2016-06-02 14:38:08
265.96;0421;2016-06-02 14:38:09
265.07;0420;2016-06-02 14:38:10
265.55;0418;2016-06-02 14:38:11
265.55;0419;2016-06-02 14:38:12
265.07;0421;2016-06-02 14:38:13
265.07;0423;2016-06-02 14:38:14
265.53;0425;2016-06-02 14:38:15
264.20;0425;2016-06-02 14:38:16
265.95;0427;2016-06-02 14:38:18
265.50;0429;2016-06-02 14:38:19
265.60;0430;2016-06-02 14:38:20
266.00;0431;2016-06-02 14:38:21
265.96;0433;2016-06-02 14:38:22
265.53;0436;2016-06-02 14:38:23
265.14;0438;2016-06-02 14:38:24
266.03;0440;2016-06-02 14:38:25
265.57;0442;2016-06-02 14:38:26
265.53;0446;2016-06-02 14:38:27
265.12;0448;2016-06-02 14:38:28
265.60;0450;2016-06-02 14:38:29
265.53;0451;2016-06-02 14:38:30
265.52;0452;2016-06-02 14:38:31
265.09;0453;2016-06-02 14:38:32
265.58;0456;2016-06-02 14:38:34
265.55;0457;2016-06-02 14:38:35
265.50;0459;2016-06-02 14:38:36
265.50;0459;2016-06-02 14:38:37
265.09;0459;2016-06-02 14:38:38
265.50;0460;2016-06-02 14:38:39
265.10;0460;2016-06-02 14:38:40
265.55;0460;2016-06-02 14:38:41
